Time - Dev2/ai0,Temperature - Dev2/ai0
11:34:22 AM,55.6
11:34:22 AM,54.9
11:34:22 AM,54.8
11:34:22 AM,54.4
11:34:22 AM,54.3
11:34:22 AM,54.3
11:34:22 AM,53.6
11:34:23 AM,53.8
11:34:23 AM,52.9
11:34:23 AM,52.5
11:34:23 AM,52.6
11:34:23 AM,52.6
11:34:23 AM,52.5
11:34:23 AM,51.5
11:34:23 AM,51.2
11:34:23 AM,50.5
11:34:23 AM,50.9
11:34:24 AM,49.8
11:34:24 AM,49.7
11:34:24 AM,50.1
11:34:24 AM,49.8
11:34:24 AM,50.2
11:34:24 AM,48.2
11:34:24 AM,48.5
11:34:24 AM,48.9
11:34:24 AM,48.3
11:34:24 AM,48.1
11:34:25 AM,48
11:34:25 AM,47.8
11:34:25 AM,47
11:34:25 AM,47.8
11:34:25 AM,47.6
11:34:25 AM,47.1
11:34:25 AM,47
11:34:25 AM,45.9
11:34:25 AM,45.6
11:34:25 AM,46.1
11:34:26 AM,45.2
11:34:26 AM,45.6
11:34:26 AM,44.4
11:34:26 AM,44.3
11:34:26 AM,43.9
11:34:26 AM,42.9
11:34:26 AM,44.1
11:34:26 AM,42.5
11:34:26 AM,43.2
11:34:26 AM,42.1
11:34:27 AM,42.9
11:34:27 AM,41.4
11:34:27 AM,41.5
11:34:27 AM,42.2
11:34:27 AM,40.9
11:34:27 AM,41.7
11:34:27 AM,41.6
11:34:27 AM,41.2
11:34:27 AM,39.8
11:34:27 AM,40.4
11:34:28 AM,40.9
11:34:28 AM,39.8
11:34:28 AM,39.1
11:34:28 AM,39.5
11:34:28 AM,40.1
11:34:28 AM,38.7
11:34:28 AM,39
11:34:28 AM,39
11:34:28 AM,39
11:34:28 AM,38.3
11:34:29 AM,38.4
11:34:29 AM,37.6
11:34:29 AM,37.7
11:34:29 AM,37.5
11:34:29 AM,37.4
11:34:29 AM,37.3
11:34:29 AM,37.2
11:34:29 AM,36.8
11:34:29 AM,36.7
11:34:29 AM,36.5
11:34:30 AM,37.1
11:34:30 AM,36
11:34:30 AM,36.4
11:34:30 AM,35.3
11:34:30 AM,35
11:34:30 AM,35.8
11:34:30 AM,35.3
11:34:30 AM,34.7
11:34:30 AM,35
11:34:30 AM,34.8
11:34:31 AM,33.2
11:34:31 AM,33.3
11:34:31 AM,33.9
11:34:31 AM,33.5
11:34:31 AM,33.8
11:34:31 AM,33.5
11:34:31 AM,32.5
11:34:31 AM,32.4
11:34:31 AM,33.4
11:34:31 AM,32.4
11:34:32 AM,32
11:34:32 AM,32
11:34:32 AM,32
11:34:32 AM,31.2
11:34:32 AM,30.2
11:34:32 AM,31.4
11:34:32 AM,30.6
11:34:32 AM,31
11:34:32 AM,30.5
11:34:32 AM,31.5
11:34:33 AM,30.8
11:34:33 AM,30.5
11:34:33 AM,29.8
11:34:33 AM,29.8
11:34:33 AM,30.4
11:34:33 AM,30.3
11:34:33 AM,30.8
11:34:33 AM,30
11:34:33 AM,29.9
11:34:33 AM,28.9
11:34:34 AM,29
11:34:34 AM,28.9
11:34:34 AM,28.6
11:34:34 AM,28.7
11:34:34 AM,28.2
11:34:34 AM,27.6
11:34:34 AM,27.5
11:34:34 AM,26.9
11:34:34 AM,27.4
11:34:34 AM,26.8
11:34:35 AM,27.4
11:34:35 AM,27.2
11:34:35 AM,27.3
